Sleep_Hours,Sleep_Quality_Score,Caffeine_Intake_mg,Screen_Time_Before_Bed,Morning_Mood,Work_Productivity_Score,Error_Rate,Energy_Level
5.6,7,102.0,48.0,Good,78,4.96,9
8.0,9,519.0,9.0,Excellent,86,0.19,10
4.5,5,146.0,67.0,Neutral,56,12.73,7
6.9,9,167.0,12.0,Excellent,91,1.29,10
5.2,7,162.0,3.0,Good,71,7.63,8
6.0,6,276.0,105.0,Neutral,72,9.06,9
7.1,8,199.0,24.0,Good,83,3.9,10
5.7,8,35.0,7.0,Good,78,4.51,8
6.4,7,33.0,108.0,Good,61,6.37,7
8.5,7,48.0,86.0,Neutral,64,4.24,8
6.1,7,154.0,69.0,Good,75,8.9,8
8.3,8,105.0,145.0,Good,77,5.38,9
5.3,6,291.0,40.0,Neutral,71,8.06,9
7.8,10,174.0,8.0,Excellent,91,0.13,10
9.2,9,215.0,4.0,Good,85,0.0,10
3.3,4,387.0,23.0,Bad,35,12.1,5
5.8,7,441.0,5.0,Neutral,65,8.1,7
7.9,9,134.0,46.0,Excellent,78,7.16,9
6.7,8,508.0,1.0,Neutral,70,12.51,9
7.6,9,86.0,35.0,Excellent,87,6.12,10
6.1,7,158.0,12.0,Good,76,7.78,9
7.1,9,400.0,28.0,Excellent,77,3.11,9
6.8,7,327.0,67.0,Good,71,7.33,10
8.8,9,184.0,26.0,Excellent,84,7.79,10
7.4,10,53.0,25.0,Good,87,4.16,10
7.5,7,64.0,240.0,Good,70,4.48,9
6.4,8,48.0,76.0,Good,83,6.05,9
6.3,7,304.0,43.0,Good,69,6.86,9
6.4,8,129.0,52.0,Good,77,7.46,9
7.6,8,310.0,58.0,Good,90,2.3,10
6.4,8,220.0,1.0,Good,72,5.88,10
7.4,9,59.0,5.0,Good,89,3.6,9
10.0,7,248.0,63.0,Neutral,76,8.59,9
8.3,9,114.0,27.0,Excellent,78,4.38,9
6.5,7,600.0,3.0,Good,78,4.26,9
8.8,10,147.0,21.0,Excellent,94,1.69,10
6.4,8,51.0,8.0,Good,81,3.67,9
3.9,3,403.0,149.0,Neutral,38,16.87,5
5.5,7,180.0,14.0,Good,70,9.37,8
4.2,5,261.0,9.0,Bad,63,8.27,8
6.5,7,155.0,59.0,Neutral,72,6.39,9
7.0,9,186.0,44.0,Good,80,4.26,8
9.5,8,38.0,51.0,Good,85,7.32,9
7.5,9,384.0,34.0,Good,92,1.02,10
6.7,9,135.0,38.0,Excellent,71,9.33,10
8.2,8,35.0,91.0,Neutral,76,3.54,8
3.7,4,253.0,15.0,Bad,39,13.46,5
7.4,9,317.0,30.0,Excellent,87,3.9,10
8.2,8,42.0,190.0,Good,71,9.68,8
4.8,5,600.0,13.0,Bad,41,14.2,5
8.7,9,319.0,21.0,Good,90,3.22,10
7.5,9,149.0,13.0,Good,85,6.8,10
6.4,8,177.0,1.0,Good,67,6.62,8
7.9,10,350.0,19.0,Excellent,95,4.95,10
10.0,8,235.0,3.0,Good,84,5.41,10
7.3,9,89.0,10.0,Good,77,4.8,9
7.4,9,315.0,27.0,Excellent,92,0.7,10
6.3,8,463.0,1.0,Good,75,5.78,9
5.7,6,86.0,84.0,Neutral,51,10.01,6
8.2,9,139.0,95.0,Excellent,88,5.41,10
5.7,7,116.0,32.0,Good,67,9.07,9
7.1,7,74.0,240.0,Neutral,65,10.53,8
6.3,7,485.0,68.0,Neutral,58,4.29,8
7.7,9,239.0,82.0,Excellent,87,6.7,10
7.5,8,451.0,13.0,Excellent,65,7.32,9
8.6,8,192.0,109.0,Excellent,89,3.95,10
6.2,6,320.0,174.0,Neutral,65,9.22,8
6.6,9,44.0,16.0,Good,85,0.55,10
5.5,6,75.0,70.0,Good,58,11.75,7
6.3,8,309.0,82.0,Good,76,5.22,10
7.6,10,114.0,22.0,Excellent,97,2.49,10
8.1,10,336.0,39.0,Excellent,96,1.23,10
5.6,7,284.0,6.0,Neutral,68,9.6,9
8.3,10,155.0,11.0,Excellent,89,2.45,10
9.0,9,190.0,4.0,Good,87,4.44,9
7.6,9,145.0,49.0,Excellent,80,6.56,9
9.8,7,186.0,59.0,Good,66,8.75,8
5.8,5,379.0,149.0,Neutral,52,14.12,7
5.1,6,61.0,47.0,Neutral,62,8.57,7
4.3,6,35.0,18.0,Neutral,70,8.63,8
9.2,9,188.0,4.0,Good,82,6.51,10
8.0,8,80.0,130.0,Good,74,5.64,8
6.9,9,124.0,39.0,Good,92,5.61,10
7.4,9,324.0,80.0,Good,89,1.53,10
5.3,8,339.0,1.0,Good,86,6.68,10
10.0,7,156.0,40.0,Excellent,69,5.9,7
7.2,8,205.0,24.0,Good,79,6.38,9
7.2,9,200.0,2.0,Excellent,86,0.54,10
8.1,9,230.0,90.0,Excellent,79,4.77,10
7.7,8,530.0,43.0,Excellent,68,9.25,8
7.3,9,60.0,24.0,Good,76,8.29,9
5.8,6,330.0,98.0,Neutral,70,9.94,9
7.7,10,175.0,36.0,Excellent,86,3.43,10
9.8,8,77.0,0.0,Neutral,71,5.1,9
9.0,6,141.0,173.0,Good,54,14.5,7
9.4,8,172.0,18.0,Good,71,3.88,8
6.2,6,39.0,107.0,Neutral,67,6.97,8
5.5,6,178.0,102.0,Bad,63,10.2,8
6.8,9,134.0,11.0,Good,73,9.12,9
7.1,8,103.0,39.0,Good,74,4.51,10
8.6,8,591.0,2.0,Good,63,9.17,7
4.5,6,122.0,26.0,Neutral,68,7.65,8
9.3,7,22.0,79.0,Good,61,8.68,7
6.8,8,265.0,16.0,Good,70,8.42,9
6.4,9,191.0,7.0,Excellent,89,4.31,9
5.5,7,35.0,42.0,Good,64,7.16,8
4.5,5,517.0,46.0,Bad,53,10.93,6
8.2,9,165.0,68.0,Neutral,87,3.06,10
7.1,8,126.0,85.0,Good,81,5.93,9
5.1,5,318.0,71.0,Bad,70,7.53,8
5.1,6,340.0,112.0,Neutral,67,5.56,9
6.5,8,145.0,15.0,Good,79,3.35,8
9.5,7,405.0,51.0,Bad,67,5.95,9
6.6,8,124.0,27.0,Good,72,6.76,8
4.7,4,19.0,196.0,Bad,42,16.57,6
6.6,8,45.0,35.0,Excellent,69,6.95,8
6.6,6,169.0,193.0,Neutral,58,8.15,8
3.0,4,290.0,88.0,Bad,49,12.27,7
6.9,8,408.0,76.0,Good,75,5.28,8
6.7,8,319.0,41.0,Excellent,81,3.01,10
8.0,10,389.0,35.0,Excellent,86,3.43,10
9.8,8,36.0,45.0,Neutral,90,7.25,10
8.7,9,325.0,21.0,Excellent,88,2.46,10
6.6,6,302.0,141.0,Neutral,69,9.84,8
5.3,5,373.0,95.0,Neutral,60,9.31,8
10.0,8,98.0,97.0,Neutral,73,7.68,8
7.1,9,219.0,34.0,Good,87,6.84,10
7.0,9,105.0,4.0,Excellent,95,1.55,10
7.0,8,148.0,69.0,Good,80,4.39,10
7.3,9,5.0,28.0,Excellent,89,2.21,9
6.8,7,118.0,123.0,Neutral,67,8.19,8
6.1,6,127.0,91.0,Neutral,56,12.78,7
6.2,8,350.0,9.0,Neutral,73,10.16,10
7.0,8,131.0,55.0,Good,73,0.77,8
6.2,7,102.0,71.0,Bad,69,9.49,8
5.9,7,252.0,50.0,Good,67,6.79,8
7.2,9,182.0,43.0,Good,91,0.95,10
6.6,7,241.0,16.0,Neutral,70,5.62,10
9.3,9,190.0,16.0,Neutral,85,0.55,10
3.0,4,180.0,88.0,Bad,41,15.84,6
8.6,8,221.0,1.0,Neutral,78,5.47,10
8.9,7,292.0,91.0,Neutral,70,8.85,10
3.9,4,216.0,45.0,Bad,54,12.75,6
6.5,7,347.0,165.0,Good,75,4.93,8
6.4,5,180.0,240.0,Neutral,51,10.24,6
4.9,6,188.0,65.0,Neutral,64,7.16,8
5.8,7,214.0,32.0,Good,73,6.59,9
5.3,6,109.0,39.0,Neutral,52,13.04,6
9.6,8,204.0,14.0,Good,78,6.58,9
8.4,9,380.0,6.0,Excellent,91,0.2,10
8.9,7,516.0,52.0,Good,70,6.5,8
8.1,9,102.0,98.0,Excellent,90,6.46,10
5.3,7,276.0,18.0,Neutral,70,7.58,9
6.2,8,284.0,33.0,Good,86,2.99,10
7.7,9,178.0,49.0,Excellent,81,5.96,9
5.2,5,269.0,143.0,Bad,52,12.6,6
8.1,10,276.0,9.0,Excellent,78,0.51,10
6.6,8,338.0,16.0,Good,75,4.84,9
6.4,7,64.0,150.0,Neutral,69,6.51,8
8.1,10,121.0,2.0,Good,89,1.69,10
7.7,10,211.0,64.0,Excellent,97,0.0,10
6.5,7,339.0,61.0,Good,84,7.8,10
8.7,9,96.0,29.0,Good,83,3.5,9
5.4,6,149.0,38.0,Neutral,66,10.0,8
7.9,9,54.0,116.0,Excellent,89,2.94,10
7.9,10,190.0,11.0,Excellent,91,1.11,10
6.5,8,207.0,16.0,Good,85,5.53,10
7.5,9,37.0,43.0,Excellent,84,4.61,9
5.1,7,140.0,32.0,Good,67,7.16,8
8.4,7,27.0,51.0,Good,67,10.57,8
6.7,7,151.0,152.0,Good,66,8.5,9
6.2,6,56.0,149.0,Neutral,47,15.73,6
8.6,9,160.0,16.0,Excellent,84,6.49,10
5.9,6,600.0,22.0,Bad,47,10.31,6
4.9,6,154.0,11.0,Good,65,13.65,8
4.7,4,118.0,158.0,Bad,46,13.95,5
7.9,10,99.0,30.0,Excellent,84,6.1,10
5.1,6,309.0,36.0,Neutral,69,10.65,9
9.6,7,214.0,97.0,Good,73,9.4,9
3.9,4,499.0,43.0,Bad,30,15.98,5
9.5,8,281.0,8.0,Neutral,78,5.85,10
7.3,9,28.0,35.0,Good,90,5.96,9
6.9,8,306.0,60.0,Good,80,3.54,10
6.2,7,115.0,76.0,Good,68,9.36,8
7.6,9,222.0,62.0,Excellent,86,0.48,10
6.9,8,297.0,8.0,Neutral,82,7.6,10
8.7,9,95.0,22.0,Excellent,77,4.42,8
7.2,8,262.0,79.0,Good,87,3.4,10
7.2,8,233.0,127.0,Good,75,4.39,10
6.5,8,272.0,3.0,Good,79,5.48,10
6.9,7,600.0,3.0,Good,66,7.16,7
7.5,9,95.0,62.0,Good,74,8.2,9
4.4,4,505.0,48.0,Bad,45,11.98,6
5.0,6,184.0,10.0,Good,67,7.37,9
8.1,9,52.0,48.0,Excellent,83,3.69,10
7.3,8,455.0,220.0,Good,76,6.27,9
6.7,8,358.0,60.0,Good,80,7.06,9
7.0,8,435.0,36.0,Excellent,84,2.06,10
7.5,8,321.0,105.0,Good,82,1.86,10
6.2,7,75.0,14.0,Good,64,11.84,7
5.8,5,539.0,32.0,Bad,53,12.41,5
7.3,7,600.0,45.0,Neutral,79,4.99,9
5.5,7,314.0,42.0,Good,62,10.24,8
7.6,7,89.0,152.0,Good,65,10.65,8
4.4,6,389.0,21.0,Good,59,9.68,8
8.5,9,31.0,3.0,Excellent,88,1.24,9
7.7,8,140.0,149.0,Good,76,6.99,9
7.4,10,69.0,15.0,Good,87,6.64,10
8.5,9,415.0,29.0,Excellent,78,4.19,10
9.5,8,185.0,45.0,Good,83,4.09,10
8.5,7,174.0,223.0,Neutral,76,5.57,8
4.2,5,217.0,46.0,Neutral,61,10.6,7
5.1,6,30.0,36.0,Neutral,57,14.65,8
6.1,6,342.0,53.0,Good,66,9.24,8
7.0,7,166.0,212.0,Neutral,65,8.25,8
7.8,9,18.0,102.0,Excellent,78,8.47,9
5.9,6,114.0,11.0,Neutral,73,9.61,8
7.3,8,460.0,98.0,Excellent,72,5.98,9
5.9,6,262.0,110.0,Neutral,60,6.14,8
6.1,7,307.0,70.0,Excellent,60,11.89,8
4.9,5,301.0,64.0,Bad,68,7.44,8
5.6,7,233.0,35.0,Neutral,63,10.78,8
5.0,5,179.0,62.0,Neutral,60,9.04,7
5.5,6,272.0,80.0,Good,69,7.15,8
8.6,9,171.0,8.0,Excellent,85,4.31,10
5.6,7,326.0,18.0,Neutral,80,4.43,9
10.0,8,179.0,13.0,Good,76,8.61,9
7.7,9,111.0,110.0,Excellent,81,3.68,10
7.3,8,183.0,68.0,Neutral,68,7.9,10
5.7,7,80.0,36.0,Good,74,6.47,9
8.1,10,332.0,105.0,Excellent,93,1.55,10
6.1,7,196.0,76.0,Excellent,63,10.92,9
7.2,8,276.0,147.0,Good,76,5.53,9
10.0,7,402.0,5.0,Good,71,7.06,9
6.9,8,139.0,43.0,Excellent,84,4.92,10
8.7,8,199.0,74.0,Good,73,2.16,8
5.9,6,600.0,14.0,Neutral,69,7.57,7
6.9,7,551.0,24.0,Good,74,6.98,8
9.7,7,32.0,33.0,Good,52,16.34,7
6.1,6,166.0,95.0,Neutral,67,3.61,7
9.7,8,215.0,41.0,Good,86,0.0,10
8.1,10,262.0,41.0,Excellent,84,4.9,10
6.2,7,159.0,34.0,Good,65,7.87,9
7.9,10,282.0,16.0,Excellent,96,2.43,10
8.5,8,341.0,154.0,Good,75,4.39,9
7.9,10,255.0,23.0,Excellent,88,4.53,10
4.6,5,121.0,50.0,Neutral,54,14.04,7
5.9,7,174.0,10.0,Good,78,2.08,8
6.6,7,136.0,34.0,Good,62,6.69,7
6.9,8,332.0,140.0,Good,73,6.62,9
7.9,7,115.0,240.0,Excellent,70,8.25,8
7.3,9,51.0,27.0,Excellent,83,3.86,9
5.0,6,125.0,10.0,Neutral,65,6.95,7
7.6,9,54.0,23.0,Excellent,94,1.83,10
7.9,10,158.0,24.0,Good,95,3.0,10
7.8,10,49.0,62.0,Excellent,83,0.61,10
8.6,10,240.0,41.0,Excellent,91,6.15,10
8.3,9,117.0,88.0,Excellent,79,4.85,10
7.7,9,201.0,72.0,Excellent,78,3.76,10
6.9,9,41.0,17.0,Excellent,91,0.0,10
4.5,2,499.0,92.0,Very Bad,28,21.04,4
7.6,9,135.0,113.0,Excellent,85,5.84,10
7.3,9,161.0,55.0,Good,88,1.13,10
7.4,8,152.0,158.0,Excellent,79,7.31,8
5.1,5,100.0,92.0,Bad,66,7.32,8
5.4,6,277.0,54.0,Neutral,71,6.66,9
8.6,8,186.0,142.0,Good,81,2.52,10
6.9,8,229.0,55.0,Good,79,5.67,9
8.0,10,77.0,44.0,Good,92,1.97,10
7.0,9,97.0,26.0,Good,90,3.56,10
7.0,8,216.0,129.0,Neutral,77,6.96,9
8.4,9,43.0,8.0,Good,90,0.0,10
6.2,8,34.0,38.0,Good,73,5.61,8
7.1,9,259.0,46.0,Good,85,2.99,10
6.3,7,48.0,49.0,Neutral,76,7.87,9
6.3,7,333.0,63.0,Neutral,84,4.38,9
6.5,8,54.0,42.0,Good,82,3.81,10
7.3,9,70.0,18.0,Good,93,5.39,10
6.3,6,105.0,117.0,Bad,65,8.87,9
8.9,9,37.0,64.0,Good,84,5.12,9
5.7,4,546.0,117.0,Bad,50,16.12,6
6.7,9,298.0,19.0,Good,83,4.66,10
6.3,8,163.0,61.0,Neutral,84,5.56,10
9.2,8,96.0,75.0,Neutral,67,7.17,8
7.3,9,269.0,29.0,Neutral,83,2.76,10
8.5,8,105.0,100.0,Good,85,5.74,10
4.8,6,40.0,0.0,Neutral,62,10.63,7
7.4,8,97.0,54.0,Good,76,3.09,9
8.3,9,54.0,57.0,Excellent,85,0.21,10
7.1,8,74.0,46.0,Good,88,5.26,9
8.6,9,134.0,60.0,Good,89,3.41,10
6.2,8,152.0,11.0,Good,74,3.67,9
9.1,8,329.0,69.0,Good,76,6.72,10
10.0,8,328.0,25.0,Good,89,4.84,10
6.5,8,182.0,36.0,Excellent,75,3.34,9
6.3,6,225.0,24.0,Good,68,8.16,8
9.2,8,125.0,39.0,Excellent,75,6.7,9
9.4,7,171.0,58.0,Good,79,10.2,9
6.2,7,215.0,109.0,Neutral,69,7.46,7
6.4,8,190.0,40.0,Good,86,4.11,10
6.6,7,565.0,23.0,Good,58,9.12,6
5.0,6,195.0,40.0,Neutral,62,6.07,9
5.6,6,47.0,70.0,Neutral,51,11.87,6
5.5,6,380.0,26.0,Good,72,4.95,9
5.8,7,313.0,32.0,Neutral,66,5.94,8
6.9,8,219.0,50.0,Excellent,84,0.0,9
7.4,10,161.0,21.0,Good,93,0.0,10
9.3,8,248.0,14.0,Good,82,4.98,9
5.5,8,139.0,9.0,Good,83,0.82,10
8.5,9,22.0,26.0,Excellent,76,7.6,9
6.7,8,55.0,3.0,Good,76,6.82,9
6.9,9,148.0,53.0,Good,76,4.48,9
8.0,9,49.0,12.0,Excellent,94,1.5,10
5.3,6,239.0,28.0,Neutral,72,9.85,9
7.6,10,43.0,19.0,Excellent,88,0.29,10
7.2,8,80.0,60.0,Good,77,2.52,9
7.7,9,70.0,114.0,Excellent,74,2.94,9
7.4,8,228.0,60.0,Neutral,77,7.78,8
10.0,8,362.0,47.0,Neutral,86,1.96,9
6.0,7,61.0,66.0,Good,63,9.12,7
6.2,9,386.0,2.0,Excellent,91,2.8,10
6.1,8,401.0,8.0,Good,80,3.16,10
6.2,8,214.0,6.0,Neutral,74,5.34,8
6.0,7,110.0,6.0,Good,60,6.09,8
8.8,9,124.0,18.0,Excellent,91,0.0,10
9.1,8,73.0,46.0,Good,84,4.46,9
6.1,8,71.0,7.0,Excellent,78,6.25,9
5.8,6,90.0,164.0,Good,63,9.75,8
7.7,8,260.0,116.0,Good,76,5.69,10
6.2,5,120.0,214.0,Very Bad,52,11.24,6
7.9,10,230.0,3.0,Excellent,96,0.0,10
7.3,7,65.0,114.0,Neutral,60,5.99,8
4.7,5,23.0,98.0,Bad,48,11.3,6
9.3,7,120.0,139.0,Good,67,8.05,9
9.7,8,26.0,45.0,Good,75,7.8,8
6.1,7,60.0,93.0,Good,67,6.68,8
6.4,8,438.0,3.0,Good,80,6.45,9
7.4,9,161.0,5.0,Excellent,90,4.07,10
7.5,10,149.0,8.0,Excellent,90,2.29,10
8.0,9,322.0,148.0,Excellent,84,8.19,10
10.0,7,118.0,4.0,Neutral,67,9.56,8
6.7,8,132.0,6.0,Good,78,3.78,10
5.8,6,105.0,160.0,Neutral,77,4.76,8
4.9,8,222.0,7.0,Good,82,5.74,10
5.9,7,136.0,122.0,Good,74,5.98,8
7.0,8,141.0,93.0,Good,82,5.55,9
9.7,7,82.0,2.0,Neutral,72,3.84,7
6.2,8,274.0,1.0,Good,85,2.37,10
7.3,10,203.0,46.0,Excellent,87,2.86,10
7.0,6,123.0,240.0,Neutral,62,10.66,7
8.8,8,58.0,127.0,Neutral,80,5.09,9
10.0,8,327.0,22.0,Good,78,3.77,10
6.2,9,331.0,29.0,Excellent,80,7.55,9
6.3,8,206.0,29.0,Good,86,3.31,10
8.6,9,151.0,79.0,Good,86,2.19,10
8.0,10,47.0,25.0,Excellent,92,2.35,10
9.8,8,78.0,10.0,Neutral,89,3.24,9
7.9,9,169.0,82.0,Excellent,84,3.34,9
6.5,8,107.0,37.0,Good,77,3.92,9
7.9,10,38.0,5.0,Excellent,91,1.99,10
8.7,8,288.0,94.0,Excellent,80,2.99,10
8.2,10,223.0,53.0,Excellent,85,0.38,10
7.8,9,147.0,40.0,Excellent,79,4.85,9
8.6,9,163.0,67.0,Good,83,2.76,9
8.8,9,108.0,42.0,Excellent,86,1.07,10
9.1,7,112.0,63.0,Good,55,12.21,8
8.0,9,331.0,121.0,Good,87,5.59,9
6.7,8,33.0,57.0,Good,79,3.9,7
7.2,7,472.0,65.0,Bad,55,11.97,7
8.8,8,146.0,57.0,Good,79,6.77,10
5.8,7,150.0,45.0,Neutral,65,5.85,7
7.6,9,163.0,11.0,Excellent,86,3.77,10
6.4,8,192.0,25.0,Good,74,7.05,9
7.0,9,95.0,71.0,Good,81,0.63,9
8.9,8,249.0,33.0,Good,73,6.19,8
7.3,9,268.0,31.0,Good,85,4.38,10
7.1,8,385.0,85.0,Good,75,6.88,9
5.0,7,223.0,0.0,Good,88,4.05,10
8.1,9,110.0,68.0,Excellent,86,5.15,10
8.0,10,54.0,40.0,Excellent,90,1.54,10
10.0,7,109.0,28.0,Good,66,6.89,8
6.5,8,153.0,25.0,Good,77,4.63,9
7.3,9,180.0,11.0,Excellent,86,4.33,9
7.4,8,128.0,24.0,Good,74,8.83,9
9.4,8,142.0,30.0,Good,74,5.44,8
6.9,10,244.0,35.0,Excellent,82,2.83,10
7.4,8,280.0,67.0,Good,82,5.7,10
7.9,9,497.0,36.0,Good,82,6.76,9
7.3,8,154.0,95.0,Good,69,6.41,9
6.3,8,135.0,61.0,Good,77,3.62,9
7.3,9,223.0,13.0,Excellent,82,3.6,9
8.6,9,212.0,19.0,Good,84,0.94,10
5.5,7,121.0,5.0,Neutral,62,8.75,8
7.2,8,210.0,175.0,Good,83,2.75,9
5.9,4,581.0,131.0,Bad,52,11.28,7
8.8,9,120.0,5.0,Good,88,3.1,10
4.7,6,45.0,51.0,Bad,66,5.04,8
6.2,6,133.0,194.0,Neutral,59,11.16,7
7.6,9,44.0,82.0,Neutral,68,9.68,8
9.3,8,83.0,41.0,Good,74,5.34,9
6.9,8,167.0,17.0,Good,72,9.55,9
6.2,7,73.0,20.0,Neutral,67,7.72,8
9.8,7,380.0,80.0,Good,71,6.46,9
4.8,5,108.0,91.0,Bad,54,9.66,7
3.7,4,335.0,45.0,Neutral,50,14.99,7
7.7,9,47.0,8.0,Excellent,76,3.6,9
6.2,7,53.0,163.0,Excellent,64,8.79,7
5.5,6,138.0,112.0,Neutral,58,10.4,7
8.1,10,72.0,9.0,Excellent,88,5.47,10
7.4,9,63.0,4.0,Excellent,85,0.5,10
6.2,8,188.0,46.0,Neutral,73,8.53,9
5.1,7,51.0,20.0,Good,64,9.74,7
8.3,10,310.0,20.0,Excellent,91,1.1,10
8.0,10,217.0,5.0,Excellent,92,3.72,10
6.9,7,221.0,184.0,Neutral,77,6.25,9
9.8,6,318.0,106.0,Neutral,69,10.98,8
5.4,6,226.0,7.0,Neutral,70,10.06,8
4.7,5,112.0,126.0,Neutral,57,10.84,7
6.0,6,270.0,69.0,Bad,61,10.3,7
6.9,9,126.0,24.0,Good,72,7.14,9
7.4,8,160.0,123.0,Excellent,74,5.99,9
6.6,8,167.0,55.0,Good,64,9.75,8
7.5,9,45.0,113.0,Good,79,5.18,10
5.1,5,321.0,38.0,Bad,44,12.57,6
9.2,8,315.0,42.0,Good,84,3.29,10
6.9,8,96.0,21.0,Good,71,7.96,9
8.7,7,75.0,29.0,Neutral,54,12.84,7
7.5,9,163.0,50.0,Excellent,84,3.88,9
7.7,7,338.0,176.0,Neutral,74,6.0,10
7.9,9,55.0,55.0,Excellent,79,4.67,9
7.7,9,70.0,10.0,Excellent,76,4.88,9
8.0,10,462.0,0.0,Good,87,4.12,10
9.0,8,14.0,114.0,Good,77,4.38,9
7.3,9,103.0,27.0,Excellent,89,5.97,10
8.1,10,267.0,23.0,Excellent,89,1.06,10
6.9,8,376.0,97.0,Good,88,0.31,10
9.2,7,345.0,174.0,Good,67,5.87,9
6.0,7,74.0,83.0,Good,71,7.08,8
9.7,8,201.0,11.0,Excellent,90,1.31,10
6.9,8,265.0,30.0,Excellent,72,5.25,9
4.9,5,213.0,85.0,Bad,47,13.05,7
7.2,6,600.0,142.0,Neutral,53,10.47,7
6.0,6,75.0,240.0,Neutral,51,11.8,8
8.3,8,244.0,43.0,Good,79,5.63,9
6.0,7,6.0,104.0,Neutral,71,6.98,9
6.3,8,200.0,3.0,Good,80,5.4,10
4.2,5,19.0,20.0,Bad,49,14.17,5
6.3,8,338.0,28.0,Neutral,71,8.6,9
3.4,3,324.0,223.0,Neutral,46,12.14,5
4.6,6,121.0,0.0,Neutral,70,9.58,8
8.1,10,171.0,22.0,Good,88,0.46,10
8.2,8,397.0,160.0,Good,88,2.59,10
7.6,10,181.0,22.0,Excellent,90,1.46,10
5.5,7,165.0,15.0,Neutral,64,7.77,9
6.9,8,14.0,79.0,Good,79,6.4,8
7.0,8,99.0,82.0,Excellent,85,6.14,9
5.3,6,28.0,38.0,Good,71,8.0,8
9.3,7,37.0,176.0,Good,70,9.63,8
8.3,10,201.0,14.0,Good,96,3.33,10
6.7,7,189.0,147.0,Good,78,6.71,10
7.0,8,135.0,85.0,Good,74,6.58,9
7.3,9,216.0,28.0,Excellent,80,2.42,10
3.9,4,158.0,99.0,Very Bad,50,12.71,7
6.6,9,129.0,9.0,Good,86,5.84,9
6.0,9,224.0,8.0,Excellent,80,5.28,9
5.5,4,543.0,160.0,Bad,36,12.92,5
6.6,8,67.0,6.0,Good,69,5.56,8
9.7,7,443.0,0.0,Neutral,55,12.15,7
8.0,9,44.0,30.0,Good,86,7.15,9
6.1,8,147.0,7.0,Good,74,3.11,8
7.9,9,51.0,119.0,Excellent,75,4.79,8
9.1,6,278.0,154.0,Neutral,64,8.14,8
8.4,8,17.0,40.0,Good,81,5.65,10
7.1,9,35.0,33.0,Good,89,2.93,10
6.0,7,218.0,46.0,Neutral,62,7.22,7
8.0,10,242.0,15.0,Excellent,87,4.65,10
7.6,9,190.0,21.0,Excellent,83,2.79,10
8.3,10,241.0,6.0,Excellent,84,6.68,10
8.0,9,18.0,35.0,Excellent,81,3.49,9
8.6,9,153.0,57.0,Good,85,2.45,10
6.2,7,156.0,160.0,Neutral,74,8.54,9
9.0,8,174.0,81.0,Good,69,5.1,8
7.3,8,281.0,77.0,Good,77,11.78,9
10.0,7,214.0,22.0,Good,71,8.89,9
6.0,6,525.0,132.0,Good,58,13.06,7
9.6,6,214.0,176.0,Good,58,9.47,7
7.3,8,249.0,162.0,Good,77,2.52,9
6.0,7,63.0,2.0,Good,63,9.73,8
6.3,7,223.0,56.0,Neutral,68,9.16,8
6.5,8,108.0,62.0,Good,72,9.32,9
7.6,9,102.0,21.0,Excellent,78,7.6,8
7.8,8,275.0,240.0,Good,90,1.62,10
6.1,8,35.0,21.0,Good,87,4.26,9
7.0,8,172.0,15.0,Neutral,80,7.29,9
10.0,7,128.0,40.0,Good,69,7.16,8
9.6,9,308.0,23.0,Excellent,86,3.71,10
7.7,8,279.0,155.0,Good,84,5.49,9
7.1,8,131.0,35.0,Good,72,4.94,9
7.2,9,62.0,32.0,Excellent,76,7.31,9
7.9,9,324.0,59.0,Excellent,87,5.05,10
5.5,7,153.0,5.0,Good,74,8.5,10
6.6,7,384.0,85.0,Good,75,6.33,9
4.5,4,204.0,88.0,Bad,47,14.54,6
7.6,9,154.0,39.0,Neutral,91,7.07,10
8.0,8,115.0,187.0,Good,69,4.03,8
6.3,8,209.0,52.0,Good,68,5.55,9
9.4,8,40.0,71.0,Good,63,9.57,7
5.2,5,90.0,155.0,Bad,56,9.83,7
4.8,6,340.0,66.0,Good,61,9.82,7
7.3,9,48.0,34.0,Good,85,6.45,9
8.6,9,301.0,2.0,Good,79,6.03,10
9.5,8,433.0,78.0,Good,79,5.24,9
6.3,6,99.0,201.0,Neutral,63,8.63,8
8.6,8,463.0,38.0,Good,77,3.41,8
6.9,6,600.0,25.0,Neutral,49,14.63,6
6.7,7,103.0,44.0,Good,63,7.86,7
8.3,8,158.0,78.0,Good,82,3.77,10
8.0,10,93.0,0.0,Excellent,76,5.47,9
4.6,4,193.0,131.0,Neutral,57,11.38,7
9.2,7,211.0,130.0,Neutral,73,8.37,9
9.1,8,99.0,47.0,Excellent,72,3.14,8
6.1,7,81.0,8.0,Good,58,7.26,9
7.6,9,235.0,67.0,Excellent,90,0.5,10
7.7,10,127.0,9.0,Excellent,85,3.83,10
7.4,9,117.0,43.0,Good,83,4.77,10
6.2,7,232.0,6.0,Neutral,63,10.44,8
6.0,7,114.0,53.0,Neutral,77,6.03,9
7.0,8,84.0,23.0,Good,77,7.08,9
8.8,8,88.0,107.0,Good,87,0.0,10
7.8,9,415.0,97.0,Good,79,4.56,10
6.4,6,200.0,240.0,Neutral,64,9.87,8
8.2,10,169.0,18.0,Excellent,90,2.67,10
2.7,3,142.0,4.0,Very Bad,45,14.04,5
8.7,8,142.0,35.0,Good,78,9.0,9
